cowcode,stateabb,statename,ethnicity_relevant,year_from,year_to,group_name,size,status,warid,warid2,groupid,cowgroupid,markertype
630,IRN,Iran,Yes,1946,1946,Bahais,0.0049,IRRELEVANT,,,5000,63005000,Ethno-Religious
630,IRN,Iran,Yes,1947,1960,Bahais,0.0049,IRRELEVANT,,,5000,63005000,Ethno-Religious
630,IRN,Iran,Yes,1961,1979,Bahais,0.0049,IRRELEVANT,,,5000,63005000,Ethno-Religious
630,IRN,Iran,Yes,1980,2005,Bahais,0.0049,DISCRIMINATED,,,5000,63005000,Ethno-Religious
630,IRN,Iran,Yes,2006,2010,Bahais,0.0049,DISCRIMINATED,,,5000,63005000,Ethno-Religious
710,CHN,China,Yes,1946,1948,Dai,0.0048,IRRELEVANT,,,7000,71007000,Ethno-Regional
710,CHN,China,Yes,1949,1950,Dai,0.0048,POWERLESS,,,7000,71007000,Ethno-Regional
710,CHN,China,Yes,1951,1958,Dai,0.0048,POWERLESS,,,7000,71007000,Ethno-Regional
710,CHN,China,Yes,1959,1965,Dai,0.0048,POWERLESS,,,7000,71007000,Ethno-Regional
710,CHN,China,Yes,1966,1976,Dai,0.0048,IRRELEVANT,,,7000,71007000,Mixed Category
710,CHN,China,Yes,1977,1983,Dai,0.0048,POWERLESS,,,7000,71007000,Ethno-Regional
710,CHN,China,Yes,1984,2010,Dai,0.0048,REGIONAL AUTONOMY,,,7000,71007000,Ethno-Regional
344,CRO,Croatia,Yes,1992,1993,Bosniaks,0.0047,POWERLESS,,,3000,34403000,Ethno-Religious
344,CRO,Croatia,Yes,1994,2007,Bosniaks,0.0047,POWERLESS,,,3000,34403000,Ethno-Religious
344,CRO,Croatia,Yes,2008,2010,Bosniaks,0.0047,POWERLESS,,,3000,34403000,Ethno-Religious
850,INS,Indonesia,Yes,1949,1958,Minahasa,0.0047,REGIONAL AUTONOMY,14601,,11000,85011000,Ethno-Regional
850,INS,Indonesia,Yes,1959,1962,Minahasa,0.0047,REGIONAL AUTONOMY,14601,,11000,85011000,Ethno-Regional
850,INS,Indonesia,Yes,1963,1966,Minahasa,0.0047,REGIONAL AUTONOMY,,,11000,85011000,Ethno-Regional
850,INS,Indonesia,Yes,1967,1971,Minahasa,0.0047,IRRELEVANT,,,11000,85011000,Ethno-Regional
850,INS,Indonesia,Yes,1972,1995,Minahasa,0.0047,IRRELEVANT,,,11000,85011000,Ethno-Regional
850,INS,Indonesia,Yes,1996,1998,Minahasa,0.0047,IRRELEVANT,,,11000,85011000,Ethno-Regional
850,INS,Indonesia,Yes,1999,2001,Minahasa,0.0047,IRRELEVANT,,,11000,85011000,Ethno-Regional
850,INS,Indonesia,Yes,2002,2010,Minahasa,0.0047,IRRELEVANT,,,11000,85011000,Ethno-Regional
344,CRO,Croatia,Yes,1992,1993,Italians,0.0044,POWERLESS,,,4000,34404000,Ethno-Linguistic
344,CRO,Croatia,Yes,1994,2007,Italians,0.0044,POWERLESS,,,4000,34404000,Ethno-Linguistic
344,CRO,Croatia,Yes,2008,2010,Italians,0.0044,POWERLESS,,,4000,34404000,Ethno-Linguistic
140,BRA,Brazil,No,1946,1977,Indigenous peoples,0.0043,IRRELEVANT,,,4000,14004000,Ethno-Linguistic
140,BRA,Brazil,Yes,1978,1988,Indigenous peoples,0.0043,IRRELEVANT,,,4000,14004000,Ethno-Linguistic
140,BRA,Brazil,Yes,1989,2010,Indigenous peoples,0.0043,POWERLESS,,,4000,14004000,Ethno-Linguistic
2,USA,United States of America,Yes,1946,1965,Arab Americans,0.0042,IRRELEVANT,,,6000,206000,Mixed Category
2,USA,United States of America,Yes,1966,2008,Arab Americans,0.0042,POWERLESS,,,6000,206000,Mixed Category
2,USA,United States of America,Yes,2009,2010,Arab Americans,0.0042,POWERLESS,,,6000,206000,Mixed Category
341,MNG,Montenegro,Yes,2006,2010,Roma,0.0042,DISCRIMINATED,,,6000,34106000,Ethno-Cultural
220,FR,France,Yes,1946,1961,Corsicans,0.004,IRRELEVANT,,,3000,22003000,Ethno-Linguistic
220,FR,France,Yes,1962,1991,Corsicans,0.004,POWERLESS,,,3000,22003000,Ethno-Linguistic
220,FR,France,Yes,1992,2010,Corsicans,0.004,REGIONAL AUTONOMY,,,3000,22003000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Azerbaijanis,0.004,POWERLESS,,,9000,36509000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Dargins,0.004,REGIONAL AUTONOMY,,,26000,36526000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Germans,0.004,POWERLESS,,,17000,36517000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Kabardins,0.004,REGIONAL AUTONOMY,,,28000,36528000,Mixed Category
365,RUS,Russia,Yes,1991,2002,Mari,0.004,REGIONAL AUTONOMY,,,29000,36529000,Ethno-Religious
365,RUS,Russia,Yes,1991,2002,Ossetes,0.004,REGIONAL AUTONOMY,,,27000,36527000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Udmurt,0.004,REGIONAL AUTONOMY,,,30000,36530000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Azerbaijanis,0.004,POWERLESS,,,9000,36509000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Dargins,0.004,REGIONAL AUTONOMY,,,26000,36526000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Germans,0.004,POWERLESS,,,17000,36517000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Kabardins,0.004,REGIONAL AUTONOMY,,,28000,36528000,Mixed Category
365,RUS,Russia,Yes,2003,2010,Mari,0.004,REGIONAL AUTONOMY,,,29000,36529000,Ethno-Religious
365,RUS,Russia,Yes,2003,2010,Ossetes,0.004,REGIONAL AUTONOMY,,,27000,36527000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Udmurt,0.004,REGIONAL AUTONOMY,,,30000,36530000,Ethno-Linguistic
816,DRV,Vietnam,Yes,1954,1974,Gia Rai,0.004,IRRELEVANT,,,10000,81610000,Ethno-Linguistic
816,DRV,Vietnam,Yes,1975,1978,Gia Rai,0.004,DISCRIMINATED,,,10000,81610000,Ethno-Linguistic
816,DRV,Vietnam,Yes,1979,2010,Gia Rai,0.004,POWERLESS,,,10000,81610000,Ethno-Linguistic
630,IRN,Iran,Yes,1946,1946,Jews,0.0039,POWERLESS,,,7000,63007000,Ethno-Religious
630,IRN,Iran,Yes,1947,1960,Jews,0.0039,POWERLESS,,,7000,63007000,Ethno-Religious
630,IRN,Iran,Yes,1961,1979,Jews,0.0039,POWERLESS,,,7000,63007000,Ethno-Religious
630,IRN,Iran,Yes,1980,2005,Jews,0.0039,POWERLESS,,,7000,63007000,Ethno-Religious
630,IRN,Iran,Yes,2006,2010,Jews,0.0039,DISCRIMINATED,,,7000,63007000,Ethno-Religious
850,INS,Indonesia,Yes,1949,1958,Amboinese,0.0039,SEPARATIST AUTONOMY,14000,,2000,85002000,Ethno-Linguistic
850,INS,Indonesia,Yes,1959,1962,Amboinese,0.0039,SEPARATIST AUTONOMY,,,2000,85002000,Ethno-Linguistic
850,INS,Indonesia,Yes,1963,1966,Amboinese,0.0039,SEPARATIST AUTONOMY,,,2000,85002000,Ethno-Linguistic
850,INS,Indonesia,Yes,1967,1971,Amboinese,0.0039,POWERLESS,,,2000,85002000,Ethno-Linguistic
850,INS,Indonesia,Yes,1972,1995,Amboinese,0.0039,POWERLESS,,,2000,85002000,Ethno-Linguistic
850,INS,Indonesia,Yes,1996,1998,Amboinese,0.0039,POWERLESS,,,2000,85002000,Ethno-Linguistic
850,INS,Indonesia,Yes,1999,2001,Amboinese,0.0039,REGIONAL AUTONOMY,,,2000,85002000,Ethno-Linguistic
850,INS,Indonesia,Yes,2002,2010,Amboinese,0.0039,REGIONAL AUTONOMY,,,2000,85002000,Ethno-Linguistic
325,IT,Italy,Yes,1946,1971,Germans,0.0038,POWERLESS,,,2000,32502000,Ethno-Linguistic
325,IT,Italy,Yes,1972,2010,Germans,0.0038,REGIONAL AUTONOMY,,,2000,32502000,Ethno-Linguistic
850,INS,Indonesia,Yes,1949,1958,Gorontalos,0.0036,DISCRIMINATED,,,7000,85007000,Ethno-Linguistic
850,INS,Indonesia,Yes,1959,1962,Gorontalos,0.0036,DISCRIMINATED,,,7000,85007000,Ethno-Linguistic
850,INS,Indonesia,Yes,1963,1966,Gorontalos,0.0036,DISCRIMINATED,,,7000,85007000,Ethno-Linguistic
850,INS,Indonesia,Yes,1967,1971,Gorontalos,0.0036,IRRELEVANT,,,7000,85007000,Ethno-Linguistic
850,INS,Indonesia,Yes,1972,1995,Gorontalos,0.0036,IRRELEVANT,,,7000,85007000,Ethno-Linguistic
850,INS,Indonesia,Yes,1996,1998,Gorontalos,0.0036,IRRELEVANT,,,7000,85007000,Ethno-Linguistic
850,INS,Indonesia,Yes,1999,2001,Gorontalos,0.0036,IRRELEVANT,,,7000,85007000,Ethno-Linguistic
850,INS,Indonesia,Yes,2002,2010,Gorontalos,0.0036,IRRELEVANT,,,7000,85007000,Ethno-Linguistic
630,IRN,Iran,Yes,1946,1946,Assyrians,0.0034,POWERLESS,,,3000,63003000,Ethno-Religious
630,IRN,Iran,Yes,1947,1960,Assyrians,0.0034,POWERLESS,,,3000,63003000,Ethno-Religious
630,IRN,Iran,Yes,1961,1979,Assyrians,0.0034,POWERLESS,,,3000,63003000,Ethno-Religious
630,IRN,Iran,Yes,1980,2005,Assyrians,0.0034,POWERLESS,,,3000,63003000,Ethno-Religious
630,IRN,Iran,Yes,2006,2010,Assyrians,0.0034,DISCRIMINATED,,,3000,63003000,Ethno-Religious
290,POL,Poland,Yes,1946,1967,Byelorussians___,0.0033,POWERLESS,,,4000,29004000,Ethno-Linguistic
290,POL,Poland,Yes,1968,1989,Byelorussians___,0.0033,POWERLESS,,,4000,29004000,Ethno-Linguistic
305,AU,Austria,Yes,1955,2010,Hungarians,0.0032,POWERLESS,,,4000,30504000,Ethno-Linguistic
349,SLV,Slovenia,Yes,1992,2010,Hungarians,0.0032,POWERLESS,,,5000,34905000,Ethno-Linguistic
95,PAN,Panama,Yes,1973,1983,Ember-Drua,0.003,POWERLESS,,,4000,9504000,Ethno-Linguistic
95,PAN,Panama,Yes,1984,1996,Ember-Drua,0.003,REGIONAL AUTONOMY,,,4000,9504000,Ethno-Linguistic
95,PAN,Panama,Yes,1997,1998,Ember-Drua,0.003,REGIONAL AUTONOMY,,,4000,9504000,Ethno-Linguistic
95,PAN,Panama,Yes,1999,2000,Ember-Drua,0.003,REGIONAL AUTONOMY,,,4000,9504000,Ethno-Linguistic
95,PAN,Panama,Yes,2001,2010,Ember-Drua,0.003,REGIONAL AUTONOMY,,,4000,9504000,Ethno-Linguistic
145,BOL,Bolivia,Yes,1946,1952,Afro-Bolivians,0.003,IRRELEVANT,,,3000,14503000,Ethno-Racial
145,BOL,Bolivia,Yes,1953,1982,Afro-Bolivians,0.003,IRRELEVANT,,,3000,14503000,Ethno-Racial
145,BOL,Bolivia,Yes,1983,1994,Afro-Bolivians,0.003,IRRELEVANT,,,3000,14503000,Ethno-Racial
145,BOL,Bolivia,Yes,1995,2005,Afro-Bolivians,0.003,POWERLESS,,,3000,14503000,Ethno-Racial
145,BOL,Bolivia,Yes,2006,2010,Afro-Bolivians,0.003,POWERLESS,,,3000,14503000,Ethno-Racial
365,RUS,Russia,Yes,1946,1956,Udmurt,0.003,REGIONAL AUTONOMY,,,30000,36530000,Ethno-Linguistic
365,RUS,Russia,Yes,1957,1990,Udmurt,0.003,REGIONAL AUTONOMY,,,30000,36530000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Buryats,0.003,REGIONAL AUTONOMY,,,32000,36532000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Ingush,0.003,REGIONAL AUTONOMY,,,33000,36533000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Kumyks,0.003,REGIONAL AUTONOMY,,,34000,36534000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Lezgins,0.003,POWERLESS,,,35000,36535000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Yakuts,0.003,REGIONAL AUTONOMY,,,36000,36536000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Buryats,0.003,REGIONAL AUTONOMY,,,32000,36532000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Ingush,0.003,REGIONAL AUTONOMY,,,33000,36533000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Kumyks,0.003,REGIONAL AUTONOMY,,,34000,36534000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Lezgins,0.003,POWERLESS,,,35000,36535000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Yakuts,0.003,REGIONAL AUTONOMY,,,36000,36536000,Ethno-Linguistic
369,UKR,Ukraine,Yes,1991,2010,Hungarians,0.003,POWERLESS,,,7000,36907000,Ethno-Linguistic
482,CEN,Central African Republic,Yes,1994,2001,Gula,0.003,IRRELEVANT,,,5030,48205030,Ethno-Linguistic
482,CEN,Central African Republic,Yes,2002,2002,Gula,0.003,IRRELEVANT,,,5030,48205030,Ethno-Linguistic
482,CEN,Central African Republic,Yes,2003,2005,Gula,0.003,POWERLESS,,,5030,48205030,Ethno-Linguistic
482,CEN,Central African Republic,Yes,2006,2010,Gula,0.003,POWERLESS,32501,,5030,48205030,Ethno-Linguistic
710,CHN,China,Yes,1946,1948,She,0.003,IRRELEVANT,,,34000,71034000,Ethno-Cultural
710,CHN,China,Yes,1949,1950,She,0.003,POWERLESS,,,34000,71034000,Ethno-Cultural
710,CHN,China,Yes,1951,1958,She,0.003,POWERLESS,,,34000,71034000,Ethno-Cultural
710,CHN,China,Yes,1959,1965,She,0.003,POWERLESS,,,34000,71034000,Ethno-Cultural
710,CHN,China,Yes,1966,1976,She,0.003,IRRELEVANT,,,34000,71034000,Ethno-Religious
710,CHN,China,Yes,1977,1983,She,0.003,POWERLESS,,,34000,71034000,Ethno-Cultural
710,CHN,China,Yes,1984,2010,She,0.003,REGIONAL AUTONOMY,,,34000,71034000,Ethno-Cultural
710,CHN,China,Yes,1946,1948,Lisu,0.0026,IRRELEVANT,,,22000,71022000,Mixed Category
710,CHN,China,Yes,1949,1950,Lisu,0.0026,POWERLESS,,,22000,71022000,Mixed Category
710,CHN,China,Yes,1951,1958,Lisu,0.0026,POWERLESS,,,22000,71022000,Mixed Category
710,CHN,China,Yes,1959,1965,Lisu,0.0026,POWERLESS,,,22000,71022000,Mixed Category
710,CHN,China,Yes,1966,1976,Lisu,0.0026,IRRELEVANT,,,22000,71022000,Ethno-Religious
710,CHN,China,Yes,1977,1983,Lisu,0.0026,POWERLESS,,,22000,71022000,Mixed Category
710,CHN,China,Yes,1984,2010,Lisu,0.0026,REGIONAL AUTONOMY,,,22000,71022000,Mixed Category
305,AU,Austria,Yes,1955,2010,Croats,0.0024,POWERLESS,,,3000,30503000,Ethno-Linguistic
510,TAZ,Tanzania,Yes,1965,1992,Arabs in Zanzibar,0.0024,DISCRIMINATED,,,3100,51003100,Ethno-Racial
510,TAZ,Tanzania,Yes,1993,2010,Arabs in Zanzibar,0.0024,IRRELEVANT,,,3100,51003100,Ethno-Racial
710,CHN,China,Yes,1946,1948,Gelo,0.0024,IRRELEVANT,,,12000,71012000,Ethno-Religious
710,CHN,China,Yes,1949,1950,Gelo,0.0024,POWERLESS,,,12000,71012000,Ethno-Religious
710,CHN,China,Yes,1951,1958,Gelo,0.0024,POWERLESS,,,12000,71012000,Ethno-Religious
710,CHN,China,Yes,1959,1965,Gelo,0.0024,POWERLESS,,,12000,71012000,Ethno-Religious
710,CHN,China,Yes,1966,1976,Gelo,0.0024,IRRELEVANT,,,12000,71012000,Ethno-Linguistic
710,CHN,China,Yes,1977,1983,Gelo,0.0024,POWERLESS,,,12000,71012000,Ethno-Religious
710,CHN,China,Yes,1984,2010,Gelo,0.0024,REGIONAL AUTONOMY,,,12000,71012000,Ethno-Religious
305,AU,Austria,Yes,1955,2010,Slovenes,0.0022,POWERLESS,,,2000,30502000,Ethno-Linguistic
710,CHN,China,Yes,1946,1948,Dongxiang,0.0021,IRRELEVANT,,,10000,71010000,Ethno-Religious
710,CHN,China,Yes,1949,1950,Dongxiang,0.0021,POWERLESS,,,10000,71010000,Ethno-Religious
710,CHN,China,Yes,1951,1958,Dongxiang,0.0021,POWERLESS,,,10000,71010000,Ethno-Religious
710,CHN,China,Yes,1959,1965,Dongxiang,0.0021,POWERLESS,,,10000,71010000,Ethno-Religious
710,CHN,China,Yes,1966,1976,Dongxiang,0.0021,IRRELEVANT,,,10000,71010000,Ethno-Religious
710,CHN,China,Yes,1977,1983,Dongxiang,0.0021,POWERLESS,,,10000,71010000,Ethno-Religious
710,CHN,China,Yes,1984,2010,Dongxiang,0.0021,REGIONAL AUTONOMY,,,10000,71010000,Ethno-Religious
290,POL,Poland,Yes,1990,2010,Byelorussians___,0.002,POWERLESS,,,4000,29004000,Ethno-Linguistic
360,ROM,Romania,Yes,1946,1988,Germans,0.002,DISCRIMINATED,,,4000,36004000,Ethno-Linguistic
360,ROM,Romania,Yes,1989,1995,Germans,0.002,POWERLESS,,,4000,36004000,Ethno-Linguistic
360,ROM,Romania,Yes,1996,2010,Germans,0.002,POWERLESS,,,4000,36004000,Ethno-Linguistic
365,RUS,Russia,Yes,1946,1956,Chechens,0.002,DISCRIMINATED,,,16000,36516000,Ethno-Linguistic
365,RUS,Russia,Yes,1946,1956,Koreans,0.002,DISCRIMINATED,,,38000,36538000,Ethno-Linguistic
365,RUS,Russia,Yes,1946,1956,Mari,0.002,REGIONAL AUTONOMY,,,29000,36529000,Ethno-Religious
365,RUS,Russia,Yes,1946,1956,Ossetes,0.002,REGIONAL AUTONOMY,,,27000,36527000,Ethno-Linguistic
365,RUS,Russia,Yes,1957,1990,Chechens,0.002,REGIONAL AUTONOMY,,,16000,36516000,Ethno-Linguistic
365,RUS,Russia,Yes,1957,1990,Koreans,0.002,DISCRIMINATED,,,38000,36538000,Ethno-Linguistic
365,RUS,Russia,Yes,1957,1990,Mari,0.002,REGIONAL AUTONOMY,,,29000,36529000,Ethno-Religious
365,RUS,Russia,Yes,1957,1990,Ossetes,0.002,REGIONAL AUTONOMY,,,27000,36527000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Jews,0.002,POWERLESS,,,11000,36511000,Ethno-Religious
365,RUS,Russia,Yes,1991,2002,Komi,0.002,REGIONAL AUTONOMY,,,37000,36537000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Koreans,0.002,IRRELEVANT,,,38000,36538000,Ethno-Linguistic
365,RUS,Russia,Yes,1991,2002,Tuvinians,0.002,REGIONAL AUTONOMY,,,39000,36539000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Jews,0.002,POWERLESS,,,11000,36511000,Ethno-Religious
365,RUS,Russia,Yes,2003,2010,Komi,0.002,REGIONAL AUTONOMY,,,37000,36537000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Koreans,0.002,IRRELEVANT,,,38000,36538000,Ethno-Linguistic
365,RUS,Russia,Yes,2003,2010,Tuvinians,0.002,REGIONAL AUTONOMY,,,39000,36539000,Ethno-Linguistic
700,AFG,Afghanistan,Yes,1946,1978,Pamir Tajiks,0.002,DISCRIMINATED,,,10000,70010000,Ethno-Religious
700,AFG,Afghanistan,Yes,1979,1985,Pamir Tajiks,0.002,IRRELEVANT,,,10000,70010000,Ethno-Religious
700,AFG,Afghanistan,Yes,1986,1991,Pamir Tajiks,0.002,IRRELEVANT,,,10000,70010000,Ethno-Religious
700,AFG,Afghanistan,Yes,1996,2001,Pamir Tajiks,0.002,IRRELEVANT,,,10000,70010000,Ethno-Religious
700,AFG,Afghanistan,Yes,2002,2010,Pamir Tajiks,0.002,IRRELEVANT,,,10000,70010000,Ethno-Religious
750,IND,India,Yes,1947,1962,Manipuri,0.002,POWERLESS,,,10000,75010000,Ethno-Racial
750,IND,India,Yes,1947,1962,Naga,0.002,POWERLESS,15400,,14000,75014000,Ethno-Racial
750,IND,India,Yes,1963,1971,Manipuri,0.002,POWERLESS,,,10000,75010000,Ethno-Racial
750,IND,India,Yes,1963,1971,Naga,0.002,REGIONAL AUTONOMY,15400,,14000,75014000,Ethno-Racial
750,IND,India,Yes,1972,1976,Naga,0.002,REGIONAL AUTONOMY,,,14000,75014000,Ethno-Racial
750,IND,India,Yes,1972,1976,Manipuri,0.002,REGIONAL AUTONOMY,,,10000,75010000,Ethno-Racial
750,IND,India,Yes,1977,1986,Manipuri,0.002,REGIONAL AUTONOMY,25300,,10000,75010000,Ethno-Racial
750,IND,India,Yes,1977,1986,Naga,0.002,REGIONAL AUTONOMY,,,14000,75014000,Ethno-Racial
750,IND,India,Yes,1987,1991,Manipuri,0.002,REGIONAL AUTONOMY,25300,,10000,75010000,Ethno-Racial
750,IND,India,Yes,1987,1991,Naga,0.002,REGIONAL AUTONOMY,,,14000,75014000,Ethno-Racial
750,IND,India,Yes,1992,2010,Manipuri,0.002,REGIONAL AUTONOMY,25300,,10000,75010000,Ethno-Racial
750,IND,India,Yes,1992,2010,Naga,0.002,REGIONAL AUTONOMY,,,14000,75014000,Ethno-Racial
771,BNG,Bangladesh,Yes,1972,1981,Biharis,0.002,IRRELEVANT,,,4000,77104000,Ethno-Racial
771,BNG,Bangladesh,Yes,1982,2010,Biharis,0.002,DISCRIMINATED,,,4000,77104000,Ethno-Racial
775,MYA,Myanmar,Yes,1948,1957,Wa,0.002,POWERLESS,,,10000,77510000,Ethno-Linguistic
775,MYA,Myanmar,Yes,1958,1958,Wa,0.002,POWERLESS,,,10000,77510000,Ethno-Linguistic
775,MYA,Myanmar,Yes,1959,1959,Wa,0.002,POWERLESS,,,10000,77510000,Ethno-Linguistic
775,MYA,Myanmar,Yes,1960,1960,Wa,0.002,POWERLESS,,,10000,77510000,Ethno-Linguistic
775,MYA,Myanmar,Yes,1961,1989,Wa,0.002,POWERLESS,,,10000,77510000,Ethno-Linguistic
775,MYA,Myanmar,Yes,1990,2010,Wa,0.002,REGIONAL AUTONOMY,33200,,10000,77510000,Ethno-Linguistic
710,CHN,China,Yes,1946,1948,Lahu,0.0019,IRRELEVANT,,,20000,71020000,Ethno-Linguistic
710,CHN,China,Yes,1949,1950,Lahu,0.0019,POWERLESS,,,20000,71020000,Ethno-Linguistic
710,CHN,China,Yes,1951,1958,Lahu,0.0019,POWERLESS,,,20000,71020000,Ethno-Linguistic
710,CHN,China,Yes,1959,1965,Lahu,0.0019,POWERLESS,,,20000,71020000,Ethno-Linguistic
710,CHN,China,Yes,1966,1976,Lahu,0.0019,IRRELEVANT,,,20000,71020000,Ethno-Linguistic
710,CHN,China,Yes,1977,1983,Lahu,0.0019,POWERLESS,,,20000,71020000,Ethno-Linguistic
710,CHN,China,Yes,1984,2010,Lahu,0.0019,REGIONAL AUTONOMY,,,20000,71020000,Ethno-Linguistic
290,POL,Poland,Yes,1946,1967,Germans___,0.0017,POWERLESS,,,2000,29002000,Ethno-Linguistic
290,POL,Poland,Yes,1968,1989,Germans___,0.0017,POWERLESS,,,2000,29002000,Ethno-Linguistic
325,IT,Italy,Yes,1946,1971,Slovenes,0.0017,POWERLESS,,,3000,32503000,Ethno-Linguistic
325,IT,Italy,Yes,1972,2010,Slovenes,0.0017,POWERLESS,,,3000,32503000,Ethno-Linguistic
710,CHN,China,Yes,1946,1948,Wa,0.0017,IRRELEVANT,,,43000,71043000,Ethno-Linguistic
710,CHN,China,Yes,1946,1948,Shui,0.0017,IRRELEVANT,,,35000,71035000,Ethno-Linguistic
710,CHN,China,Yes,1949,1950,Shui,0.0017,POWERLESS,,,35000,71035000,Ethno-Linguistic
710,CHN,China,Yes,1949,1950,Wa,0.0017,POWERLESS,,,43000,71043000,Ethno-Linguistic
710,CHN,China,Yes,1951,1958,Shui,0.0017,POWERLESS,,,35000,71035000,Ethno-Linguistic
710,CHN,China,Yes,1951,1958,Wa,0.0017,POWERLESS,,,43000,71043000,Ethno-Linguistic
710,CHN,China,Yes,1959,1965,Shui,0.0017,POWERLESS,,,35000,71035000,Ethno-Linguistic
710,CHN,China,Yes,1959,1965,Wa,0.0017,POWERLESS,,,43000,71043000,Ethno-Linguistic
710,CHN,China,Yes,1966,1976,Wa,0.0017,IRRELEVANT,,,43000,71043000,Ethno-Linguistic
710,CHN,China,Yes,1966,1976,Shui,0.0017,IRRELEVANT,,,35000,71035000,Ethno-Linguistic
710,CHN,China,Yes,1977,1983,Wa,0.0017,POWERLESS,,,43000,71043000,Ethno-Linguistic
710,CHN,China,Yes,1977,1983,Shui,0.0017,POWERLESS,,,35000,71035000,Ethno-Linguistic
710,CHN,China,Yes,1984,2010,Shui,0.0017,REGIONAL AUTONOMY,,,35000,71035000,Ethno-Linguistic
710,CHN,China,Yes,1984,2010,Wa,0.0017,REGIONAL AUTONOMY,,,43000,71043000,Ethno-Linguistic
630,IRN,Iran,Yes,1946,1946,Zoroastrians,0.0015,POWERLESS,,,12000,63012000,Ethno-Religious
630,IRN,Iran,Yes,1947,1960,Zoroastrians,0.0015,POWERLESS,,,12000,63012000,Ethno-Religious
630,IRN,Iran,Yes,1961,1979,Zoroastrians,0.0015,POWERLESS,,,12000,63012000,Ethno-Religious
630,IRN,Iran,Yes,1980,2005,Zoroastrians,0.0015,POWERLESS,,,12000,63012000,Ethno-Religious
630,IRN,Iran,Yes,2006,2010,Zoroastrians,0.0015,POWERLESS,,,12000,63012000,Ethno-Religious
710,CHN,China,Yes,1946,1948,Naxi,0.0013,IRRELEVANT,,,28000,71028000,Ethno-Linguistic
710,CHN,China,Yes,1946,1948,Qiang,0.0013,IRRELEVANT,,,31000,71031000,Ethno-Religious
710,CHN,China,Yes,1949,1950,Naxi,0.0013,POWERLESS,,,28000,71028000,Ethno-Linguistic
710,CHN,China,Yes,1949,1950,Qiang,0.0013,POWERLESS,,,31000,71031000,Ethno-Religious
710,CHN,China,Yes,1951,1958,Qiang,0.0013,POWERLESS,,,31000,71031000,Ethno-Religious
710,CHN,China,Yes,1951,1958,Naxi,0.0013,POWERLESS,,,28000,71028000,Ethno-Linguistic
710,CHN,China,Yes,1959,1965,Naxi,0.0013,POWERLESS,,,28000,71028000,Ethno-Linguistic
710,CHN,China,Yes,1959,1965,Qiang,0.0013,POWERLESS,,,31000,71031000,Ethno-Religious
710,CHN,China,Yes,1966,1976,Qiang,0.0013,IRRELEVANT,,,31000,71031000,Ethno-Religious
710,CHN,China,Yes,1966,1976,Naxi,0.0013,IRRELEVANT,,,28000,71028000,Ethno-Linguistic
710,CHN,China,Yes,1977,1983,Qiang,0.0013,POWERLESS,,,31000,71031000,Ethno-Religious
710,CHN,China,Yes,1977,1983,Naxi,0.0013,POWERLESS,,,28000,71028000,Ethno-Linguistic
710,CHN,China,Yes,1984,2010,Naxi,0.0013,REGIONAL AUTONOMY,,,28000,71028000,Ethno-Linguistic
710,CHN,China,Yes,1984,2010,Qiang,0.0013,REGIONAL AUTONOMY,,,31000,71031000,Ethno-Religious
349,SLV,Slovenia,Yes,1992,2010,Italians,0.0011,POWERLESS,,,6000,34906000,Ethno-Linguistic
95,PAN,Panama,Yes,1973,1983,Kuna de Madungandi,0.001,POWERLESS,,,3200,9503200,Ethno-Linguistic
95,PAN,Panama,Yes,1973,1983,Kuna de Wargandi,0.001,POWERLESS,,,3300,9503300,Ethno-Linguistic
95,PAN,Panama,Yes,1984,1996,Kuna de Madungandi,0.001,POWERLESS,,,3200,9503200,Ethno-Linguistic
95,PAN,Panama,Yes,1984,1996,Kuna de Wargandi,0.001,POWERLESS,,,3300,9503300,Ethno-Linguistic
